link video,duration_label,image_src,title,description
https://www.vidio.com/watch/1896401-ep-01-mae-jadi-apa,42:54,https://thumbor.prod.vidiocdn.com/zMCoX-uDPgNAVbiVFVmS3aRO9dc=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1896401/episode-01-mae-jadi-apa-e85fe9.jpg,Ep 01 - Mae Jadi Apa?,Apa yang akan dilakukan Mae dan ketiga temannya setelah mereka lulus SMA?
"https://www.vidio.com/watch/1902475-ep-02-gara-gara-viral,44:25,https://thumbor.prod.vidiocdn.com/koSBhazAmizbVjlN3gqC_mz5mWw=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1902475/episode-02-gara-gara-viral-fd0cf8.jpg,Ep 02 - Gara-Gara Viral,""Mimpi Mae jadi polwan, harus sirna saat orangtuanya ketahuan melanggar aturan."""
https://www.vidio.com/watch/1907292-ep-03-si-gembel-ganteng,47:58,https://thumbor.prod.vidiocdn.com/mg5FIPgd3Rys3f-5ywOT5eGHvDw=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1907292/episode-03-si-gembel-ganteng-eaf9fd.jpg,Ep 03 - Si Gembel Ganteng,Warga kampung Mae dibikin histeris karena adanya rumor teroris.
"https://www.vidio.com/watch/1911431-ep-04-bukan-bisnis-biasa,50:13,https://thumbor.prod.vidiocdn.com/i7MsTlHkWMF6RG3aJLSVulc6tF0=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1911431/episode-04-bukan-bisnis-biasa-fcffde.jpg,Ep 04 - Bukan Bisnis Biasa,""Kedatangan Rendy jadi peluang bisnis baru buat Guntoro, Eman dan Beni."""
https://www.vidio.com/watch/1914423-ep-05-mae-jatuh-cinta,44:19,https://thumbor.prod.vidiocdn.com/yimaF4-5TIJZYf80ptUNFQ0lPHc=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1914423/episode-05-mae-jatuh-cinta-faa5bd.jpg,Ep 05 - Mae Jatuh Cinta,Perubahan penampilan Mae membuat teman dan keluarganya bingung dan bertanya-tanya.
"https://www.vidio.com/watch/1918315-ep-06-selalu-salah-sangka,52:50,https://thumbor.prod.vidiocdn.com/XKujakpuYnN37PzMX2OJ2nsv6NM=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1918315/episode-06-selalu-salah-sangka-414780.jpg,Ep 06 - Selalu Salah Sangka,""Jatuh cinta berjuta rasa, kini Mae & Rendy jadi korbannya."""
"https://www.vidio.com/watch/1921810-ep-07-cinta-terhalang-restu,48:39,https://thumbor.prod.vidiocdn.com/cf-M_s7HSv9lsmdKAg8AkXuwXGI=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1921810/episode-7-cinta-terhalang-restu-0cb36e.jpg,Ep 07  - Cinta Terhalang Restu,""Diam-diam jalin hubungan, membuat Mae dan Rendy kelimpungan."""
https://www.vidio.com/watch/1925490-ep-08-pertemuan-dua-besan,49:32,https://thumbor.prod.vidiocdn.com/fb5n_K4p535g_LjgiX5hXJ0am0k=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1925490/episode-08-pertemuan-dua-besan-45f65e.jpg,Ep 08 - Pertemuan Dua Besan,Diperhatikan berlebihan oleh Rendy malah membuat Mae tidak nyaman.
https://www.vidio.com/watch/1929006-ep-09-hati-yang-luluh,44:53,https://thumbor.prod.vidiocdn.com/XtNV_pSwxigIWumyTbu_NCvBBhM=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1929006/episode-09-hati-yang-luluh-1783da.jpg,Ep 09 - Hati Yang Luluh,Apa jadinya kalau keluarga Mae tinggal di rumah Rendy?
"https://www.vidio.com/watch/1933077-ep-10-takdir-tak-terduga,48:29,https://thumbor.prod.vidiocdn.com/q_U0PY_80APmjbGUfH4p5WLJcek=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1933077/ep-10-takdir-tak-terduga-7112c4.jpg,Ep 10 - Takdir Tak Terduga,""Mae masih takut dan ragu untuk menjalani hubungan serius dengan Rendy. Atas saran Guntoro, Beni dan Eman, Mae memberikan beberapa syarat dan tantangan."""
https://www.vidio.com/watch/1937916-ep-11-ketika-cinta-diuji,45:55,https://thumbor.prod.vidiocdn.com/gafNsXr0A8I0KPbyu9wAfeITuZs=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1937916/ep-11-ketika-cinta-diuji-fcc1a3.jpg,Ep 11 - Ketika Cinta Diuji,Mampukah Mae dan Rendy mempertahankan hubungan mereka?
"https://www.vidio.com/watch/1942439-ep-12-siaga-sekuat-tenaga,43:58,https://thumbor.prod.vidiocdn.com/4iY_41urOzRZDsj0eLpBZ5-5S1M=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1942439/ep-12-siaga-sekuat-tenaga-108e84.jpg,Ep 12 - Siaga Sekuat Tenaga,""Dengan sekuat tenaga Guntoro, Beni dan Eman menjaga Mae agar tidak pergi menemui Rendy."""
https://www.vidio.com/watch/1947019-ep-13-mae-jadi-nikah,40:45,https://thumbor.prod.vidiocdn.com/m0AHOZmmUpqNIMWJg-iYMnTxUOY=/640x360/filters:quality(75)/vidio-web-prod-video/uploads/video/image/1947019/ep-13-mae-jadi-nikah-35d2d4.jpg,Ep 13 - Mae Jadi Nikah?,Bukan kisah cinta Mae & Rendy namanya kalau tanpa ada tawa dan drama.
